#TYPE Selected.Microsoft.Management.Infrastructure.CimInstance
"ClientId","IPAddress","HostName"
"00-5b-94-0c-29-c1","10.0.21.58","iPhone.tscrm.com"
"10-8e-e0-5e-37-00","10.0.21.59","android-fb94d1c84ad93cb6.tscrm.com"
"6c-4d-73-cc-04-d5","10.0.21.60","iPhone.tscrm.com"
"d0-2b-20-a7-50-cb","10.0.21.61","iPhone-Vaceslav.tscrm.com"
"e0-94-67-25-6f-a2","10.0.21.62","o_skutsenya_nb.tscrm.com"
"98-00-c6-60-de-e0","10.0.21.63","50chka.tscrm.com"
"90-32-4b-90-92-63","10.0.21.64","i_telezhenko_nb.tscrm.com"
"f8-95-ea-0a-36-8d","10.0.21.65","iPhone-Lilia.tscrm.com"
"30-a9-de-3c-2f-59","10.0.21.66","LGwebOSTV.tscrm.com"
"78-6a-89-65-98-ef","10.0.21.67","android-64aa376a94643c56.tscrm.com"
"00-ec-0a-7d-5d-c2","10.0.21.68","RedmiNote4-Redmimi.tscrm.com"
"50-32-75-dd-a4-11","10.0.21.69","android-437d41735f61dc39.tscrm.com"
"54-25-ea-c2-4e-f9","10.0.21.70","HUAWEI_P10_Plus-7b87687f6.tscrm.com"
"44-85-00-19-f3-57","10.0.21.71","Neuschwanstein.tscrm.com"
"e4-a7-c5-4d-33-ac","10.0.21.72","HUAWEI_M5-3132031c6514cdf.tscrm.com"
"64-5a-ed-13-07-a9","10.0.21.73","iPhone-Pauline.tscrm.com"
"c8-d0-83-53-25-a1","10.0.21.74","iPhone.tscrm.com"
"a4-d9-31-bf-22-1b","10.0.21.75","iPhone-Nataly.tscrm.com"
"6c-c7-ec-9e-49-4d","10.0.21.76","Galaxy-S9.tscrm.com"
"84-fd-d1-ba-65-17","10.0.21.77","DESKTOP-4NOIF9B.tscrm.com"
